"Hospital_ID,Hospital_Name,City,Hospital_Type,Beds,Daily_Patients,Avg_Wait_Time_Min,Contactless_Registration,Online_Appointment,Telemedicine,Digital_Health_Records,Cleanliness_Rating,Food_Service_Rating,Patient_Hospitality_Rating,CCTV_Coverage_Percentage,Security_Staff,Infection_Control_Score,Patient_Satisfaction,AI_Assisted_Services,Overall_Trend"
"H00857,Delhi Care Hospital 857,Jaipur,Private,599.0,2090.0,16.0,No,No,Yes,No,2.6,4.8,3.1,67.0,122.0,90.0,4.7,Yes,Enhanced Security"
"H00858,Delhi Care Hospital 858,Bengaluru,Multispeciality,844.0,1595.0,77.0,No,YES,No,Yes,3.5,2.1,3.3,67.0,59.0,99.0,4.1,yes,Patient-Centric Care"
"H00859,Mumbai Care Hospital 859,Chennai,Private,232.0,1128.0,112.0,No,No,No,Yes,3.5,3.5,3.0,33.0,137.0,93.0,2.4,No,AI Healthcare"
"H00860,Madurai Care Hospital 860,Jaipur,Specialty,1317.0,1128.0,60.0,No,YES,Yes,Yes,4.3,4.8,3.5,93.0,24.0,92.0,4.4,No,Green Hospital"
"H00861,Hyderabad Care Hospital 861,Jaipur,Government,1259.0,298.0,100.0,yes,Yes,No,Yes,2.3,3.2,2.8,100.0,11.0,54.0,4.4,yes,IoT Healthcare"
"H00862,Kochi Care Hospital 862,Madurai,Specialty,800.8190675017397,1128.0,129.0,yes,Yes,No,Yes,2.7,4.9,4.1,42.0,28.0,54.0,4.6,Yes,Contactless Healthcare"
"H00863,Chennai Care Hospital 863,Jaipur,Government,420.0,844.0,35.0,yes,No,No,No,2.6,2.9,3.0,65.0,77.0,72.0,3.5,Yes,Green Hospital"
"H00864,Pune Care Hospital 864,Jaipur,Government,1410.0,2165.0,75.0,Yes,YES,Yes,No,2.9,4.0,4.0,87.0,102.0,84.0,3.1,YES,Digital Patient Care"
"H00865,Delhi Care Hospital 865,Hyderabad,Specialty,610.0,1841.0,117.0,No,No,Yes,Yes,3.2,4.3,4.9,79.0,116.0,52.0,3.5,yes,Smart Hospital"
"H00866,Hyderabad Care Hospital 866,Chennai,Government,1121.0,471.0,110.0,YES,NO,Yes,Yes,4.6,3.3,3.0,87.0,202.0,64.0,3.6,YES,Patient-Centric Care"
"H00867,Madurai Care Hospital 867,Pune,Specialty,526.0,1301.0,86.0,YES,No,Yes,Yes,3.5,4.5,3.3,67.0,149.0,99.0,2.6,No,Digital Patient Care"
"H00868,Kochi Care Hospital 868,Bengaluru,Government,712.0,1127.0,124.0,Yes,Yes,Yes,Yes,4.2,3.2,3.5,35.0,67.0,51.0,2.0,yes,IoT Healthcare"
"H00869,Kochi Care Hospital 869,Delhi,Multispeciality,1330.0,1960.0,103.0,YES,Yes,Yes,Yes,4.9,4.8,3.0,54.0,116.0,75.0,2.2,No,Unknown"
"H00870,Chennai Care Hospital 870,Kochi,Multispeciality,800.8190675017397,192.0,35.0,YES,Yes,Yes,No,2.1,2.6,3.5,30.0,65.0,90.0,4.4,yes,Green Hospital"
"H00871,Coimbatore Care Hospital 871,Madurai,Multispeciality,800.8190675017397,1817.0,85.0,yes,NO,No,No,3.6,3.5,4.6,93.0,167.0,79.0,2.4,yes,Contactless Healthcare"
"H00872,Delhi Care Hospital 872,Delhi,Multispeciality,1002.0,186.0,76.0,No,YES,Yes,Yes,3.4,3.1,2.3,46.0,155.0,56.0,3.5,No,IoT Healthcare"
"H00873,Chennai Care Hospital 873,Hyderabad,Specialty,176.0,900.0,136.0,YES,YES,No,Yes,4.2,4.8,3.1,55.0,91.0,75.0,4.3,yes,Digital Patient Care"
"H00874,Madurai Care Hospital 874,Mumbai,Specialty,1209.0,588.0,106.0,YES,Yes,Yes,No,3.5,3.5,2.5,67.0,162.0,75.0,3.5,YES,Enhanced Security"
"H00875,Delhi Care Hospital 875,Coimbatore,Multispeciality,852.0,76.0,148.0,Yes,NO,No,No,4.0,4.1,2.1,48.0,52.0,57.0,3.0,YES,Green Hospital"
"H00876,Mumbai Care Hospital 876,Madurai,Specialty,1177.0,249.0,22.0,YES,No,Yes,No,2.5,4.8,3.5,74.0,141.0,76.0,3.1,Yes,IoT Healthcare"
"H00877,Mumbai Care Hospital 877,Chennai,Government,1026.0,1556.0,49.0,YES,No,No,Yes,3.5,4.4,2.0,73.0,116.0,60.0,2.3,YES,Patient-Centric Care"
"H00878,Pune Care Hospital 878,Madurai,Specialty,543.0,1128.0,139.0,Yes,Yes,No,Yes,4.9,3.4,4.8,62.0,197.0,56.0,4.9,yes,Contactless Healthcare"
"H00879,Bengaluru Care Hospital 879,Bengaluru,Private,287.0,1999.0,75.0,Yes,Yes,No,No,3.9,3.0,2.5,59.0,66.0,60.0,4.7,No,IoT Healthcare"
"H00880,Jaipur Care Hospital 880,Hyderabad,Multispeciality,552.0,502.0,76.0,Yes,NO,No,No,3.7,4.3,3.8,76.0,33.0,100.0,2.7,Yes,Unknown"
"H00881,Delhi Care Hospital 881,Jaipur,Private,514.0,544.0,83.0,YES,YES,No,Yes,4.9,4.6,3.4,78.0,39.0,58.0,3.1,No,IoT Healthcare"
"H00882,Hyderabad Care Hospital 882,Mumbai,Government,1264.0,1637.0,64.0,Yes,Yes,No,Yes,4.5,4.2,2.7,67.0,193.0,69.0,4.8,No,Unknown"
"H00883,Madurai Care Hospital 883,Pune,Specialty,495.0,2029.0,75.0,YES,Yes,Yes,No,2.6,4.7,3.7,67.0,119.0,87.0,4.9,YES,Smart Hospital"
"H00884,Hyderabad Care Hospital 884,Hyderabad,Private,800.8190675017397,162.0,145.0,yes,No,Yes,No,3.6,4.6,3.5,80.0,80.0,56.0,3.3,No,Digital Patient Care"
"H00885,Coimbatore Care Hospital 885,Jaipur,Government,974.0,1094.0,61.0,No,Yes,Yes,No,2.9,2.7,3.3,99.0,116.0,68.0,3.7,yes,AI Healthcare"
"H00886,Coimbatore Care Hospital 886,Delhi,Government,680.0,1128.0,72.0,yes,Yes,Yes,Yes,3.3,3.8,3.5,94.0,150.0,72.0,2.6,Yes,IoT Healthcare"
"H00887,Coimbatore Care Hospital 887,Bengaluru,Government,800.8190675017397,1491.0,18.0,yes,NO,Yes,No,3.5,3.2,2.4,79.0,175.0,50.0,4.6,YES,Green Hospital"
"H00888,Mumbai Care Hospital 888,Kochi,Private,308.0,314.0,95.0,yes,No,No,No,3.6,2.9,3.5,59.0,196.0,70.0,3.0,YES,Digital Patient Care"
"H00889,Jaipur Care Hospital 889,Hyderabad,Government,177.0,1842.0,38.0,yes,YES,No,Yes,2.5,2.8,2.2,85.0,49.0,62.0,3.2,No,AI Healthcare"
"H00890,Chennai Care Hospital 890,Pune,Government,287.0,471.0,96.0,No,NO,Yes,Yes,4.7,3.5,3.4,83.0,75.0,92.0,3.5,YES,Green Hospital"
"H00891,Mumbai Care Hospital 891,Hyderabad,Multispeciality,169.0,1308.0,39.0,Yes,No,No,Yes,4.6,4.0,3.5,62.0,116.0,86.0,2.6,Yes,Unknown"
"H00892,Chennai Care Hospital 892,Hyderabad,Specialty,1329.0,782.0,126.0,Yes,NO,No,Yes,4.9,3.5,3.5,31.0,122.0,81.0,3.6,Yes,Unknown"
"H00893,Chennai Care Hospital 893,Chennai,Private,1206.0,856.0,138.0,Yes,Yes,No,No,2.4,2.5,3.5,43.0,42.0,92.0,2.4,No,Enhanced Security"
"H00894,Kochi Care Hospital 894,Mumbai,Private,376.0,1163.0,72.0,Yes,YES,Yes,No,4.5,3.5,4.4,88.0,183.0,58.0,3.9,Yes,Smart Hospital"
"H00895,Jaipur Care Hospital 895,Jaipur,Private,800.8190675017397,2052.0,50.0,Yes,No,No,No,5.0,4.0,3.4,92.0,169.0,88.0,2.7,No,Green Hospital"
"H00896,Mumbai Care Hospital 896,Bengaluru,Private,1182.0,176.0,74.0,YES,NO,Yes,No,3.1,3.3,3.5,43.0,198.0,75.0,2.3,Yes,Patient-Centric Care"
"H00897,Delhi Care Hospital 897,Madurai,Specialty,800.8190675017397,1089.0,119.0,Yes,YES,Yes,No,2.3,2.3,4.2,38.0,88.0,51.0,2.6,Yes,Unknown"
"H00898,Delhi Care Hospital 898,Bengaluru,Specialty,1334.0,296.0,94.0,yes,No,No,No,2.5,3.5,3.5,91.0,33.0,60.0,2.0,yes,Patient-Centric Care"
"H00899,Delhi Care Hospital 899,Kochi,Specialty,1155.0,52.0,116.0,No,No,No,No,3.4,3.1,3.5,54.0,145.0,57.0,5.0,YES,IoT Healthcare"
"H00900,Jaipur Care Hospital 900,Bengaluru,Multispeciality,912.0,958.0,133.0,yes,NO,No,Yes,3.9,3.2,3.0,67.0,64.0,69.0,2.8,YES,Unknown"
"H00901,Jaipur Care Hospital 901,Coimbatore,Specialty,800.8190675017397,603.0,110.0,yes,Yes,No,No,4.5,2.5,3.7,85.0,189.0,53.0,2.9,No,AI Healthcare"
"H00902,Jaipur Care Hospital 902,Hyderabad,Multispeciality,239.0,1452.0,57.0,Yes,YES,Yes,Yes,3.5,4.9,2.2,98.0,74.0,75.0,2.8,Yes,Patient-Centric Care"
"H00903,Kochi Care Hospital 903,Kochi,Private,257.0,1015.0,78.0,yes,No,Yes,No,3.8,4.5,4.2,67.0,58.0,66.0,2.9,No,Contactless Healthcare"
"H00904,Chennai Care Hospital 904,Chennai,Multispeciality,800.8190675017397,1198.0,147.0,Yes,YES,No,No,3.9,3.7,4.3,88.0,67.0,94.0,3.5,YES,Digital Patient Care"
"H00905,Coimbatore Care Hospital 905,Jaipur,Multispeciality,1472.0,1083.0,25.0,YES,NO,No,Yes,2.5,3.9,4.1,71.0,116.0,52.0,3.6,Yes,Smart Hospital"
"H00906,Bengaluru Care Hospital 906,Delhi,Specialty,1139.0,2043.0,75.0,Yes,YES,No,No,2.4,3.6,3.5,38.0,125.0,82.0,3.5,Yes,Contactless Healthcare"
"H00907,Kochi Care Hospital 907,Hyderabad,Private,719.0,2143.0,54.0,No,YES,No,Yes,3.0,3.5,2.9,31.0,116.0,85.0,4.5,Yes,Green Hospital"
"H00908,Bengaluru Care Hospital 908,Hyderabad,Multispeciality,547.0,706.0,136.0,Yes,Yes,Yes,No,3.9,3.1,2.7,42.0,112.0,98.0,2.4,Yes,Smart Hospital"
"H00909,Delhi Care Hospital 909,Jaipur,Multispeciality,1335.0,1131.0,18.0,Yes,Yes,Yes,Yes,2.7,3.8,2.4,63.0,214.0,75.0,3.6,yes,Enhanced Security"
"H00910,Mumbai Care Hospital 910,Chennai,Private,751.0,1864.0,138.0,Yes,NO,Yes,No,4.9,2.7,3.2,53.0,199.0,77.0,3.2,No,Unknown"
"H00911,Kochi Care Hospital 911,Bengaluru,Government,893.0,798.0,127.0,YES,Yes,No,No,2.7,4.8,3.7,91.0,20.0,72.0,3.2,yes,Smart Hospital"
"H00912,Madurai Care Hospital 912,Mumbai,Private,775.0,1128.0,65.0,No,NO,No,No,3.7,3.5,3.5,86.0,177.0,86.0,3.5,No,Contactless Healthcare"
"H00913,Mumbai Care Hospital 913,Pune,Specialty,1257.0,1412.0,39.0,No,YES,No,No,4.9,2.2,3.4,36.0,89.0,95.0,2.0,No,Unknown"
"H00914,Mumbai Care Hospital 914,Mumbai,Multispeciality,1407.0,125.0,60.0,yes,NO,Yes,Yes,3.7,3.5,3.4,62.0,76.0,77.0,2.7,YES,Enhanced Security"
"H00915,Mumbai Care Hospital 915,Hyderabad,Government,391.0,797.0,136.0,YES,No,Yes,Yes,2.2,3.5,4.8,90.0,60.0,85.0,4.1,YES,Contactless Healthcare"
"H00916,Bengaluru Care Hospital 916,Bengaluru,Specialty,1363.0,1285.0,135.0,No,No,Yes,Yes,3.1,3.4,3.4,90.0,145.0,71.0,4.8,yes,Smart Hospital"
"H00917,Delhi Care Hospital 917,Bengaluru,Government,817.0,2048.0,95.0,YES,Yes,No,Yes,2.8,3.5,4.3,35.0,12.0,70.0,3.5,yes,Contactless Healthcare"
"H00918,Delhi Care Hospital 918,Bengaluru,Government,800.8190675017397,2019.0,77.0,YES,YES,Yes,Yes,4.4,4.3,2.3,46.0,141.0,75.0,4.2,yes,Contactless Healthcare"
"H00919,Delhi Care Hospital 919,Delhi,Specialty,609.0,320.0,53.0,YES,NO,Yes,Yes,3.6,4.0,2.3,79.0,132.0,55.0,2.9,No,Patient-Centric Care"
"H00920,Delhi Care Hospital 920,Pune,Multispeciality,1348.0,1229.0,82.0,No,No,No,No,3.5,3.6,2.7,73.0,193.0,57.0,2.7,YES,AI Healthcare"
"H00921,Pune Care Hospital 921,Pune,Multispeciality,1118.0,2053.0,75.0,Yes,No,Yes,No,4.6,2.7,2.5,30.0,116.0,85.0,4.2,No,AI Healthcare"
"H00922,Bengaluru Care Hospital 922,Kochi,Private,800.8190675017397,1841.0,75.0,No,YES,No,Yes,3.5,3.0,2.8,67.0,76.0,96.0,2.9,Yes,Enhanced Security"
"H00923,Bengaluru Care Hospital 923,Jaipur,Specialty,944.0,1707.0,38.0,No,Yes,No,No,4.3,4.2,4.3,43.0,59.0,52.0,3.9,YES,Patient-Centric Care"
"H00924,Bengaluru Care Hospital 924,Hyderabad,Specialty,427.0,920.0,16.0,YES,Yes,Yes,Yes,2.0,2.4,2.3,65.0,81.0,50.0,2.1,No,Contactless Healthcare"
"H00925,Mumbai Care Hospital 925,Kochi,Government,800.8190675017397,1111.0,58.0,No,NO,No,Yes,2.2,4.2,3.5,45.0,116.0,78.0,3.5,YES,Contactless Healthcare"
"H00926,Jaipur Care Hospital 926,Kochi,Multispeciality,354.0,329.0,56.0,Yes,YES,Yes,Yes,3.5,3.5,2.7,51.0,116.0,56.0,2.1,No,AI Healthcare"
"H00927,Bengaluru Care Hospital 927,Kochi,Specialty,1468.0,1122.0,7.0,yes,Yes,No,No,5.0,3.3,4.4,57.0,200.0,95.0,3.7,yes,Green Hospital"
"H00928,Chennai Care Hospital 928,Madurai,Government,1415.0,595.0,75.0,Yes,Yes,Yes,Yes,3.5,4.2,4.7,31.0,116.0,97.0,4.9,Yes,Smart Hospital"
"H00929,Chennai Care Hospital 929,Pune,Government,1151.0,245.0,114.0,YES,NO,No,Yes,2.6,3.7,3.0,47.0,208.0,57.0,2.8,YES,AI Healthcare"
"H00930,Madurai Care Hospital 930,Hyderabad,Multispeciality,1211.0,2077.0,75.0,Yes,YES,No,Yes,2.3,3.5,2.5,90.0,116.0,55.0,2.8,YES,IoT Healthcare"
"H00931,Kochi Care Hospital 931,Madurai,Government,800.8190675017397,1648.0,109.0,YES,NO,Yes,Yes,4.1,4.4,3.2,93.0,116.0,86.0,3.5,yes,AI Healthcare"
"H00932,Coimbatore Care Hospital 932,Hyderabad,Private,1328.0,1087.0,120.0,YES,NO,Yes,No,3.3,2.3,2.2,55.0,116.0,75.0,3.5,yes,Patient-Centric Care"
"H00933,Chennai Care Hospital 933,Jaipur,Specialty,1272.0,1466.0,5.0,Yes,YES,No,Yes,3.6,2.1,4.9,80.0,116.0,69.0,2.6,No,Patient-Centric Care"
"H00934,Chennai Care Hospital 934,Mumbai,Government,1189.0,203.0,83.0,Yes,NO,Yes,Yes,4.6,3.8,3.9,44.0,174.0,92.0,2.3,No,Contactless Healthcare"
"H00935,Hyderabad Care Hospital 935,Delhi,Government,1231.0,162.0,24.0,yes,No,Yes,Yes,2.3,3.4,2.8,72.0,5.0,94.0,4.1,Yes,Digital Patient Care"
"H00936,Pune Care Hospital 936,Bengaluru,Private,224.0,379.0,90.0,YES,No,Yes,No,2.4,3.0,3.5,99.0,142.0,93.0,2.1,No,Patient-Centric Care"
"H00937,Hyderabad Care Hospital 937,Chennai,Specialty,154.0,1167.0,75.0,yes,No,No,Yes,3.3,4.0,4.9,68.0,169.0,52.0,2.6,No,AI Healthcare"
"H00938,Jaipur Care Hospital 938,Hyderabad,Private,800.8190675017397,1128.0,89.0,No,YES,No,No,4.4,4.7,4.4,59.0,107.0,53.0,4.0,Yes,AI Healthcare"
"H00939,Kochi Care Hospital 939,Pune,Specialty,336.0,2135.0,92.0,Yes,YES,Yes,No,4.4,4.7,4.4,99.0,28.0,60.0,3.4,Yes,IoT Healthcare"
"H00940,Mumbai Care Hospital 940,Bengaluru,Government,862.0,2161.0,75.0,Yes,No,No,No,3.5,2.1,4.2,48.0,204.0,100.0,4.9,No,Enhanced Security"
"H00941,Jaipur Care Hospital 941,Madurai,Specialty,1086.0,1039.0,108.0,yes,NO,Yes,Yes,3.9,3.6,3.5,39.0,131.0,63.0,2.7,YES,Smart Hospital"
"H00942,Madurai Care Hospital 942,Coimbatore,Government,561.0,718.0,146.0,YES,YES,Yes,Yes,4.9,3.8,4.0,39.0,94.0,58.0,3.3,No,AI Healthcare"
"H00943,Kochi Care Hospital 943,Hyderabad,Multispeciality,1102.0,2173.0,29.0,YES,YES,No,No,4.5,4.9,4.0,74.0,102.0,56.0,2.6,No,Smart Hospital"
"H00944,Bengaluru Care Hospital 944,Jaipur,Specialty,321.0,1128.0,50.0,Yes,No,No,No,3.3,2.6,2.6,90.0,188.0,93.0,3.5,Yes,AI Healthcare"
"H00945,Pune Care Hospital 945,Chennai,Specialty,541.0,1711.0,107.0,Yes,NO,No,No,3.3,4.3,2.9,84.0,116.0,55.0,3.5,Yes,Contactless Healthcare"
"H00946,Mumbai Care Hospital 946,Mumbai,Specialty,800.8190675017397,307.0,32.0,No,Yes,No,Yes,3.1,4.9,2.6,37.0,76.0,76.0,3.5,No,Contactless Healthcare"
"H00947,Hyderabad Care Hospital 947,Pune,Government,468.0,1794.0,142.0,yes,Yes,Yes,Yes,2.9,2.5,3.6,58.0,182.0,93.0,4.7,YES,AI Healthcare"
"H00948,Hyderabad Care Hospital 948,Pune,Specialty,1303.0,2127.0,129.0,Yes,NO,No,Yes,2.3,3.1,3.2,67.0,40.0,75.0,4.9,Yes,Contactless Healthcare"
"H00949,Coimbatore Care Hospital 949,Delhi,Multispeciality,1279.0,1976.0,126.0,YES,No,Yes,No,3.5,3.5,3.5,82.0,19.0,89.0,3.9,YES,IoT Healthcare"
"H00950,Coimbatore Care Hospital 950,Hyderabad,Government,712.0,2146.0,57.0,YES,YES,No,Yes,3.7,4.2,2.0,87.0,122.0,75.0,3.6,Yes,Enhanced Security"
"H00951,Kochi Care Hospital 951,Bengaluru,Multispeciality,800.8190675017397,1128.0,24.0,YES,NO,Yes,Yes,2.1,2.4,3.9,37.0,111.0,76.0,5.0,No,Smart Hospital"
"H00952,Jaipur Care Hospital 952,Jaipur,Government,564.0,1899.0,107.0,yes,No,No,No,4.3,3.4,2.7,67.0,209.0,50.0,4.2,yes,Digital Patient Care"
"H00953,Hyderabad Care Hospital 953,Hyderabad,Multispeciality,1151.0,1284.0,106.0,YES,No,No,No,2.9,3.5,4.2,44.0,171.0,89.0,4.0,YES,AI Healthcare"
"H00954,Delhi Care Hospital 954,Delhi,Government,944.0,262.0,75.0,Yes,No,Yes,No,4.4,3.5,4.1,67.0,89.0,90.0,4.9,No,Smart Hospital"
"H00955,Delhi Care Hospital 955,Kochi,Government,526.0,1138.0,51.0,YES,YES,No,Yes,2.4,3.3,4.6,50.0,29.0,98.0,3.5,No,Patient-Centric Care"
"H00956,Madurai Care Hospital 956,Hyderabad,Multispeciality,484.0,369.0,75.0,No,No,Yes,No,2.7,4.1,2.1,63.0,120.0,68.0,2.4,No,Green Hospital"
"H00957,Pune Care Hospital 957,Jaipur,Multispeciality,580.0,1573.0,84.0,YES,NO,Yes,Yes,5.0,3.4,4.9,35.0,116.0,51.0,4.1,No,Patient-Centric Care"
"H00958,Mumbai Care Hospital 958,Hyderabad,Private,859.0,495.0,101.0,YES,NO,Yes,Yes,4.4,3.5,2.2,84.0,51.0,91.0,2.7,No,Contactless Healthcare"
"H00959,Coimbatore Care Hospital 959,Mumbai,Specialty,800.8190675017397,515.0,61.0,YES,No,No,No,4.4,2.4,4.6,63.0,116.0,69.0,4.0,No,IoT Healthcare"
"H00960,Pune Care Hospital 960,Jaipur,Specialty,890.0,1128.0,7.0,yes,Yes,Yes,Yes,4.0,3.5,4.2,95.0,205.0,84.0,3.1,Yes,Green Hospital"
"H00961,Coimbatore Care Hospital 961,Madurai,Private,948.0,1688.0,79.0,Yes,NO,Yes,Yes,2.0,4.4,2.9,55.0,51.0,60.0,3.3,Yes,IoT Healthcare"
"H00962,Mumbai Care Hospital 962,Hyderabad,Multispeciality,238.0,2078.0,11.0,No,Yes,Yes,Yes,3.8,3.4,2.7,67.0,6.0,91.0,3.8,No,Digital Patient Care"
"H00963,Madurai Care Hospital 963,Delhi,Private,800.8190675017397,711.0,75.0,Yes,YES,No,No,2.6,4.4,4.9,36.0,172.0,75.0,2.5,Yes,Digital Patient Care"
"H00964,Madurai Care Hospital 964,Chennai,Private,693.0,1716.0,117.0,YES,Yes,No,Yes,4.2,2.7,3.8,74.0,210.0,62.0,4.1,yes,AI Healthcare"
"H00965,Jaipur Care Hospital 965,Bengaluru,Specialty,996.0,1482.0,32.0,YES,No,No,Yes,2.8,2.1,2.2,63.0,139.0,94.0,2.3,YES,AI Healthcare"
"H00966,Chennai Care Hospital 966,Kochi,Government,234.0,1132.0,68.0,YES,YES,Yes,Yes,2.2,4.9,3.0,95.0,19.0,75.0,4.2,No,Green Hospital"
"H00967,Bengaluru Care Hospital 967,Madurai,Multispeciality,1460.0,1869.0,103.0,YES,YES,Yes,Yes,5.0,2.3,3.5,37.0,12.0,69.0,2.2,yes,Patient-Centric Care"
"H00968,Madurai Care Hospital 968,Coimbatore,Private,1421.0,1080.0,100.0,Yes,No,No,No,3.0,3.1,3.5,56.0,200.0,95.0,2.9,Yes,Green Hospital"
"H00969,Jaipur Care Hospital 969,Kochi,Specialty,1108.0,491.0,20.0,yes,Yes,No,Yes,2.1,3.5,4.0,33.0,83.0,86.0,4.9,yes,Smart Hospital"
"H00970,Bengaluru Care Hospital 970,Chennai,Government,183.0,553.0,75.0,No,YES,No,No,2.3,4.4,4.1,88.0,116.0,93.0,2.8,Yes,Contactless Healthcare"
"H00971,Bengaluru Care Hospital 971,Delhi,Government,537.0,1572.0,30.0,YES,No,No,Yes,2.4,4.0,3.0,67.0,116.0,75.0,3.3,No,Patient-Centric Care"
"H00972,Pune Care Hospital 972,Jaipur,Specialty,1116.0,2168.0,46.0,Yes,No,Yes,No,4.7,2.6,3.0,93.0,116.0,75.0,3.5,YES,Green Hospital"
"H00973,Hyderabad Care Hospital 973,Bengaluru,Specialty,214.0,1479.0,21.0,No,YES,Yes,Yes,2.0,2.1,3.3,82.0,52.0,50.0,3.2,YES,Smart Hospital"
"H00974,Hyderabad Care Hospital 974,Hyderabad,Specialty,655.0,317.0,69.0,Yes,NO,Yes,No,3.2,2.6,3.5,67.0,71.0,96.0,3.0,No,Smart Hospital"
"H00975,Kochi Care Hospital 975,Chennai,Specialty,1324.0,1455.0,5.0,yes,No,No,No,3.8,4.8,3.5,98.0,122.0,75.0,2.2,YES,IoT Healthcare"
"H00976,Madurai Care Hospital 976,Pune,Multispeciality,703.0,1802.0,75.0,Yes,No,Yes,No,3.4,3.5,4.9,69.0,124.0,100.0,3.3,yes,Green Hospital"
"H00977,Bengaluru Care Hospital 977,Delhi,Specialty,129.0,691.0,122.0,Yes,No,Yes,No,3.4,4.6,2.4,62.0,82.0,81.0,4.6,No,Patient-Centric Care"
"H00978,Chennai Care Hospital 978,Pune,Multispeciality,491.0,1405.0,41.0,Yes,NO,No,Yes,4.9,2.5,4.4,38.0,14.0,70.0,3.5,yes,AI Healthcare"
"H00979,Mumbai Care Hospital 979,Jaipur,Specialty,1203.0,1919.0,86.0,yes,NO,No,No,3.2,2.9,3.8,41.0,163.0,85.0,3.8,yes,Enhanced Security"
"H00980,Pune Care Hospital 980,Delhi,Specialty,1296.0,1588.0,25.0,No,Yes,No,Yes,4.6,3.5,2.9,82.0,184.0,63.0,3.1,yes,Green Hospital"
"H00981,Pune Care Hospital 981,Kochi,Specialty,296.0,439.0,31.0,yes,No,No,No,4.9,4.1,2.1,96.0,188.0,88.0,2.6,No,Contactless Healthcare"
"H00982,Hyderabad Care Hospital 982,Pune,Government,724.0,205.0,21.0,YES,Yes,Yes,Yes,4.5,3.5,4.8,79.0,26.0,83.0,4.2,yes,Digital Patient Care"
"H00983,Mumbai Care Hospital 983,Chennai,Government,1496.0,1128.0,114.0,YES,No,Yes,No,5.0,4.2,3.7,74.0,143.0,57.0,3.1,Yes,Green Hospital"
"H00984,Hyderabad Care Hospital 984,Kochi,Government,542.0,1490.0,132.0,YES,NO,No,No,4.0,3.8,4.5,81.0,68.0,63.0,3.1,YES,Green Hospital"
"H00985,Hyderabad Care Hospital 985,Madurai,Specialty,359.0,1220.0,74.0,Yes,No,No,Yes,3.2,4.1,4.5,72.0,70.0,75.0,4.7,Yes,Contactless Healthcare"
"H00986,Coimbatore Care Hospital 986,Kochi,Government,243.0,1128.0,133.0,No,No,No,Yes,2.1,2.3,3.6,54.0,214.0,58.0,3.6,No,Enhanced Security"
"H00987,Mumbai Care Hospital 987,Pune,Specialty,1115.0,730.0,17.0,No,No,No,Yes,2.7,3.3,3.0,70.0,16.0,57.0,3.5,No,Contactless Healthcare"
"H00988,Delhi Care Hospital 988,Hyderabad,Specialty,385.0,378.0,75.0,No,No,Yes,Yes,3.4,3.1,3.5,95.0,38.0,57.0,2.5,No,Patient-Centric Care"
"H00989,Mumbai Care Hospital 989,Delhi,Multispeciality,997.0,1333.0,102.0,No,No,No,No,3.2,3.9,4.0,79.0,148.0,75.0,2.0,YES,IoT Healthcare"
"H00990,Mumbai Care Hospital 990,Hyderabad,Specialty,1274.0,1128.0,142.0,yes,No,No,No,4.8,4.6,4.7,92.0,85.0,100.0,2.3,Yes,Enhanced Security"
"H00991,Coimbatore Care Hospital 991,Madurai,Multispeciality,810.0,839.0,53.0,yes,Yes,No,Yes,3.6,3.6,4.0,53.0,31.0,100.0,3.2,No,AI Healthcare"
"H00992,Coimbatore Care Hospital 992,Pune,Specialty,1390.0,1192.0,64.0,Yes,Yes,No,No,4.9,2.7,3.5,99.0,109.0,55.0,3.8,yes,AI Healthcare"
"H00993,Kochi Care Hospital 993,Hyderabad,Private,1052.0,1415.0,9.0,Yes,Yes,Yes,No,4.9,3.4,3.5,72.0,219.0,93.0,2.0,YES,Green Hospital"
"H00994,Pune Care Hospital 994,Chennai,Government,472.0,1552.0,79.0,Yes,YES,Yes,Yes,3.4,4.8,4.1,98.0,41.0,94.0,3.5,yes,IoT Healthcare"
"H00995,Coimbatore Care Hospital 995,Mumbai,Private,876.0,674.0,75.0,Yes,YES,Yes,Yes,2.6,2.1,2.8,50.0,191.0,50.0,3.6,Yes,Green Hospital"
"H00996,Jaipur Care Hospital 996,Hyderabad,Private,739.0,489.0,150.0,YES,No,No,No,4.9,2.6,4.4,37.0,42.0,84.0,4.1,Yes,Enhanced Security"
"H00997,Jaipur Care Hospital 997,Pune,Government,123.0,1128.0,100.0,No,YES,No,Yes,2.4,3.5,3.2,56.0,179.0,95.0,4.2,Yes,Green Hospital"
"H00998,Coimbatore Care Hospital 998,Bengaluru,Specialty,1136.0,902.0,55.0,yes,YES,No,Yes,3.8,4.6,3.5,54.0,32.0,68.0,2.5,yes,Green Hospital"
"H00999,Hyderabad Care Hospital 999,Jaipur,Specialty,165.0,2026.0,66.0,YES,Yes,No,No,4.1,3.5,3.0,67.0,116.0,79.0,3.3,No,AI Healthcare"
"H01000,Delhi Care Hospital 1000,Jaipur,Private,1191.0,814.0,60.0,yes,YES,Yes,No,2.5,3.4,4.3,82.0,159.0,75.0,4.9,YES,Contactless Healthcare"
"H01001,Mumbai Care Hospital 1001,Mumbai,Multispeciality,276.0,865.0,47.0,No,NO,No,Yes,2.3,3.2,2.6,30.0,210.0,66.0,3.7,No,Contactless Healthcare"
