Hospital_ID,Hospital_Name,City,Hospital_Type,Beds,Daily_Patients,Avg_Wait_Time_Min,Contactless_Registration,Online_Appointment,Telemedicine,Digital_Health_Records,Cleanliness_Rating,Food_Service_Rating,Patient_Hospitality_Rating,CCTV_Coverage_Percentage,Security_Staff,Infection_Control_Score,Patient_Satisfaction,AI_Assisted_Services,Overall_Trend
H00812,Hyderabad Care Hospital 812,Delhi,Government,253,641,25,No,NO,No,Yes,3.8,,2.4,89,59,96,3.8,No,AI Healthcare
H00813,Mumbai Care Hospital 813,Kochi,Specialty,1229,1814,132,No,YES,Yes,,4.6,3.8,3.8,96,100,,3.9,YES,
H00814,Hyderabad Care Hospital 814,Delhi,,1098,,128,,,No,No,3.4,4.2,3.8,87,173,91,3.9,Yes,Smart Hospital
H00815,Bengaluru Care Hospital 815,Madurai,Government,385,1061,46,No,NO,Yes,No,2.2,4.5,4.4,49,180,66,,,Patient-Centric Care
H00816,Bengaluru Care Hospital 816,Hyderabad,Multispeciality,650,2040,89,yes,No,No,Yes,2.6,4.2,3.9,45,60,57,3.1,yes,AI Healthcare
H00817,Chennai Care Hospital 817,Pune,Government,357,1062,21,No,YES,Yes,Yes,,3.5,2.8,79,162,80,3.3,yes,Green Hospital
H00818,Coimbatore Care Hospital 818,,Government,387,1582,23,YES,Yes,Yes,,2.5,3.4,,53,186,97,,,Enhanced Security
H00819,Delhi Care Hospital 819,Hyderabad,Private,691,2125,8,No,No,No,No,3.1,5,2.5,30,143,57,3,Yes,Enhanced Security
H00820,Bengaluru Care Hospital 820,Jaipur,Private,1332,1628,83,Yes,YES,Yes,No,2.1,,2.1,53,65,56,5,Yes,IoT Healthcare
H00821,Mumbai Care Hospital 821,Delhi,Government,,80,86,YES,NO,No,No,4.9,3.3,3,88,27,,2.6,YES,IoT Healthcare
H00822,Madurai Care Hospital 822,Hyderabad,Government,313,2195,39,Yes,No,Yes,No,2.1,,4,80,53,70,4,YES,Smart Hospital
H00823,Madurai Care Hospital 823,Bengaluru,Government,546,618,71,,YES,No,No,3.3,4.3,2.6,81,192,71,2.3,No,Enhanced Security
H00824,Jaipur Care Hospital 824,,Government,1255,,101,,Yes,No,Yes,3.2,4.2,4,75,38,69,4.1,yes,
H00825,Pune Care Hospital 825,Pune,Specialty,182,225,18,,YES,Yes,No,4.6,2.6,3.9,94,47,50,4.6,YES,Enhanced Security
H00826,Bengaluru Care Hospital 826,Chennai,Private,1467,303,97,YES,Yes,No,No,4.9,3.7,2.2,90,196,55,4.8,No,Contactless Healthcare
H00827,Chennai Care Hospital 827,Chennai,Specialty,960,1637,,Yes,Yes,Yes,No,3.1,4.5,2.4,37,91,96,4.3,yes,Green Hospital
H00828,Pune Care Hospital 828,Chennai,,801,545,33,YES,YES,Yes,No,4.1,2.1,2.2,73,161,89,,Yes,Enhanced Security
H00829,Delhi Care Hospital 829,Delhi,Government,603,,9,,YES,Yes,No,3.2,3.4,3.2,92,149,91,2.9,Yes,IoT Healthcare
H00830,Pune Care Hospital 830,Chennai,Government,1281,912,22,Yes,YES,Yes,No,4.1,3.2,4,47,80,94,,yes,Green Hospital
H00831,Mumbai Care Hospital 831,Coimbatore,Multispeciality,727,663,140,,Yes,No,No,4.3,2.3,2.5,78,,52,3.5,yes,IoT Healthcare
H00832,Hyderabad Care Hospital 832,Delhi,Government,1246,1257,112,YES,Yes,Yes,No,3.8,4.7,2.4,71,141,,5,YES,Patient-Centric Care
H00833,Hyderabad Care Hospital 833,Madurai,Multispeciality,195,,,No,No,,,3.3,3.4,4.4,75,160,,2.1,No,Green Hospital
H00834,Delhi Care Hospital 834,Pune,Government,613,735,96,yes,No,Yes,Yes,3.1,3,3.4,52,43,57,2.6,yes,IoT Healthcare
H00835,Delhi Care Hospital 835,Coimbatore,Specialty,967,396,64,No,YES,Yes,Yes,4.1,3.9,,99,,58,3.6,No,Patient-Centric Care
H00836,Bengaluru Care Hospital 836,,Government,1230,736,45,Yes,YES,No,Yes,3.8,,3,60,199,91,2.7,,Digital Patient Care
H00837,Chennai Care Hospital 837,Madurai,Specialty,1130,1660,115,Yes,NO,No,,3.8,3.8,4.5,91,74,50,3.4,Yes,Patient-Centric Care
H00838,Hyderabad Care Hospital 838,Hyderabad,Multispeciality,852,2136,134,Yes,,No,Yes,4.1,,4.7,99,26,67,4.4,,IoT Healthcare
H00839,Bengaluru Care Hospital 839,Delhi,Multispeciality,1094,1218,40,YES,Yes,No,Yes,2.1,2.9,3.1,88,,65,2.8,Yes,Green Hospital
H00840,Madurai Care Hospital 840,Chennai,Government,491,1954,110,YES,YES,Yes,No,3.3,2.7,2.7,68,89,,3.8,yes,IoT Healthcare
H00841,Kochi Care Hospital 841,Hyderabad,Multispeciality,135,,41,No,No,Yes,,2.8,2.8,3.2,64,58,76,3.3,,Digital Patient Care
H00842,Mumbai Care Hospital 842,Pune,Government,318,2111,116,Yes,Yes,No,,4.2,2.1,4.2,,114,55,3.4,yes,IoT Healthcare
H00843,Kochi Care Hospital 843,,Government,990,685,108,,No,No,Yes,2.3,2.6,3.3,39,12,100,2.9,No,Contactless Healthcare
H00844,Hyderabad Care Hospital 844,Mumbai,Multispeciality,993,1227,113,Yes,YES,Yes,Yes,2.4,4.4,4,66,77,74,3.5,Yes,Enhanced Security
H00845,Jaipur Care Hospital 845,,Private,,658,51,yes,YES,Yes,No,2.9,4,,78,187,63,3.9,YES,Enhanced Security
H00846,Delhi Care Hospital 846,,,733,1241,43,No,NO,Yes,Yes,2.1,2,,,,,2.9,No,IoT Healthcare
H00847,Chennai Care Hospital 847,Delhi,Specialty,1094,,103,Yes,,Yes,,5,3.9,5,80,88,,2.4,YES,
H00848,Hyderabad Care Hospital 848,Mumbai,Government,1159,172,11,yes,Yes,Yes,Yes,,,3.6,70,97,91,2.2,YES,Enhanced Security
H00849,Jaipur Care Hospital 849,,Multispeciality,,432,49,,No,No,No,2.2,3.2,2,73,103,95,2.2,yes,Green Hospital
H00850,Jaipur Care Hospital 850,Pune,Government,242,1792,58,Yes,YES,No,Yes,3.1,,4.5,44,30,98,3.3,yes,Green Hospital
H00851,Bengaluru Care Hospital 851,Kochi,Specialty,1239,1450,147,yes,Yes,Yes,No,3.8,3.8,4.7,50,204,88,2.9,YES,Patient-Centric Care
H00852,Madurai Care Hospital 852,Bengaluru,Government,1266,137,35,,NO,No,,3.8,2.7,2,76,,99,3.4,Yes,Green Hospital
H00853,Jaipur Care Hospital 853,Pune,Multispeciality,1202,1925,59,Yes,YES,No,No,2.9,3.2,3.7,54,123,93,4,yes,IoT Healthcare
H00854,Jaipur Care Hospital 854,Madurai,Multispeciality,324,1857,133,YES,YES,Yes,Yes,3.1,4.8,4.5,90,53,,4.2,yes,Patient-Centric Care
H00855,Pune Care Hospital 855,Madurai,Multispeciality,,1820,11,Yes,,Yes,Yes,3.7,3,2.8,38,34,75,2.3,yes,AI Healthcare
H00856,Madurai Care Hospital 856,Bengaluru,Specialty,82,2065,27,YES,Yes,No,Yes,3,4.7,,89,,92,3.3,No,
H00857,Delhi Care Hospital 857,Jaipur,Private,599,2090,16,No,No,Yes,No,2.6,4.8,3.1,,122,90,4.7,Yes,Enhanced Security
H00858,Delhi Care Hospital 858,Bengaluru,Multispeciality,844,1595,77,No,YES,No,Yes,,2.1,3.3,,59,99,4.1,yes,Patient-Centric Care
H00859,Mumbai Care Hospital 859,Chennai,Private,232,,112,No,No,No,Yes,3.5,,3,33,137,93,2.4,,AI Healthcare
H00860,Madurai Care Hospital 860,Jaipur,Specialty,1317,,60,No,YES,Yes,Yes,4.3,4.8,,93,24,92,4.4,,Green Hospital
H00861,Hyderabad Care Hospital 861,Jaipur,Government,1259,298,100,yes,Yes,No,Yes,2.3,3.2,2.8,100,11,54,4.4,yes,IoT Healthcare
H00862,Kochi Care Hospital 862,Madurai,Specialty,,,129,yes,Yes,No,,2.7,4.9,4.1,42,28,54,4.6,Yes,Contactless Healthcare
H00863,Chennai Care Hospital 863,Jaipur,Government,420,844,35,yes,No,No,No,2.6,2.9,3,65,77,72,,Yes,Green Hospital
H00864,Pune Care Hospital 864,Jaipur,Government,1410,2165,,Yes,YES,Yes,No,2.9,4,4,87,102,84,3.1,YES,Digital Patient Care
H00865,Delhi Care Hospital 865,Hyderabad,Specialty,610,1841,117,No,No,Yes,Yes,3.2,4.3,4.9,79,,52,3.5,yes,Smart Hospital
H00866,Hyderabad Care Hospital 866,Chennai,Government,1121,471,110,YES,NO,Yes,Yes,4.6,3.3,3,87,202,64,3.6,YES,Patient-Centric Care
H00867,Madurai Care Hospital 867,Pune,Specialty,526,1301,86,,No,Yes,Yes,,4.5,3.3,,149,99,2.6,No,Digital Patient Care
H00868,Kochi Care Hospital 868,Bengaluru,Government,712,1127,124,Yes,Yes,,Yes,4.2,3.2,,35,67,51,2,yes,IoT Healthcare
H00869,Kochi Care Hospital 869,Delhi,Multispeciality,1330,1960,103,YES,Yes,Yes,Yes,4.9,4.8,3,54,,,2.2,No,
H00870,Chennai Care Hospital 870,Kochi,Multispeciality,,192,35,YES,Yes,Yes,No,2.1,2.6,,30,65,90,4.4,yes,Green Hospital
H00871,Coimbatore Care Hospital 871,Madurai,,,1817,85,yes,NO,No,No,3.6,3.5,4.6,93,167,79,2.4,yes,Contactless Healthcare
H00872,Delhi Care Hospital 872,Delhi,Multispeciality,1002,186,76,No,YES,Yes,,3.4,3.1,2.3,46,155,56,3.5,,IoT Healthcare
H00873,Chennai Care Hospital 873,,Specialty,176,900,136,YES,YES,No,Yes,4.2,4.8,3.1,55,91,,4.3,yes,Digital Patient Care
H00874,Madurai Care Hospital 874,Mumbai,Specialty,1209,588,106,YES,Yes,Yes,No,,,2.5,,162,,3.5,YES,Enhanced Security
H00875,Delhi Care Hospital 875,Coimbatore,Multispeciality,852,76,148,Yes,NO,No,No,4,4.1,2.1,48,52,57,3,YES,Green Hospital
H00876,Mumbai Care Hospital 876,Madurai,Specialty,1177,249,22,YES,,Yes,No,2.5,4.8,3.5,74,141,76,3.1,Yes,IoT Healthcare
H00877,Mumbai Care Hospital 877,Chennai,Government,1026,1556,49,YES,,No,Yes,3.5,4.4,2,73,,60,2.3,YES,Patient-Centric Care
H00878,Pune Care Hospital 878,Madurai,Specialty,543,,139,Yes,Yes,No,Yes,4.9,3.4,4.8,62,197,56,4.9,yes,Contactless Healthcare
H00879,Bengaluru Care Hospital 879,Bengaluru,Private,287,1999,,Yes,Yes,No,No,3.9,3,2.5,59,66,60,4.7,,IoT Healthcare
H00880,Jaipur Care Hospital 880,,Multispeciality,552,502,76,Yes,NO,,No,3.7,4.3,3.8,76,33,100,2.7,Yes,
H00881,Delhi Care Hospital 881,Jaipur,Private,514,544,83,YES,YES,No,Yes,4.9,4.6,3.4,78,39,58,3.1,No,IoT Healthcare
H00882,Hyderabad Care Hospital 882,Mumbai,Government,1264,1637,64,Yes,Yes,No,Yes,4.5,4.2,2.7,,193,69,4.8,No,
H00883,Madurai Care Hospital 883,Pune,Specialty,495,2029,,YES,Yes,Yes,No,2.6,4.7,3.7,,119,87,4.9,YES,Smart Hospital
H00884,Hyderabad Care Hospital 884,,Private,,162,145,yes,No,Yes,No,3.6,4.6,,80,80,56,3.3,,Digital Patient Care
H00885,Coimbatore Care Hospital 885,Jaipur,Government,974,1094,61,No,Yes,,No,2.9,2.7,3.3,99,,68,3.7,yes,AI Healthcare
H00886,Coimbatore Care Hospital 886,Delhi,,680,,72,yes,Yes,Yes,Yes,3.3,3.8,,94,150,72,2.6,Yes,IoT Healthcare
H00887,Coimbatore Care Hospital 887,Bengaluru,Government,,1491,18,yes,NO,Yes,No,,3.2,2.4,79,175,50,4.6,YES,Green Hospital
H00888,Mumbai Care Hospital 888,Kochi,Private,308,314,95,yes,No,,No,3.6,2.9,,59,196,70,3,YES,Digital Patient Care
H00889,Jaipur Care Hospital 889,Hyderabad,Government,177,1842,38,yes,YES,No,Yes,2.5,2.8,2.2,85,49,62,3.2,No,AI Healthcare
H00890,Chennai Care Hospital 890,Pune,Government,287,471,96,No,NO,Yes,,4.7,,3.4,83,75,92,,YES,Green Hospital
H00891,Mumbai Care Hospital 891,,Multispeciality,169,1308,39,Yes,No,No,Yes,4.6,4,,62,,86,2.6,Yes,
H00892,Chennai Care Hospital 892,,Specialty,1329,782,126,Yes,NO,No,Yes,4.9,,,31,122,81,3.6,Yes,
H00893,Chennai Care Hospital 893,Chennai,Private,1206,856,138,Yes,Yes,No,No,2.4,2.5,,43,42,92,2.4,,Enhanced Security
H00894,Kochi Care Hospital 894,Mumbai,,376,1163,72,Yes,YES,Yes,No,4.5,,4.4,88,183,58,3.9,Yes,Smart Hospital
H00895,Jaipur Care Hospital 895,Jaipur,Private,,2052,50,Yes,,No,No,5,4,3.4,92,169,88,2.7,No,Green Hospital
H00896,Mumbai Care Hospital 896,Bengaluru,,1182,176,74,YES,NO,Yes,No,3.1,3.3,,43,198,,2.3,Yes,Patient-Centric Care
H00897,Delhi Care Hospital 897,Madurai,Specialty,,1089,119,Yes,YES,Yes,No,2.3,2.3,4.2,38,88,51,2.6,Yes,
H00898,Delhi Care Hospital 898,Bengaluru,Specialty,1334,296,94,yes,,,No,2.5,,,91,33,60,2,yes,Patient-Centric Care
H00899,Delhi Care Hospital 899,Kochi,Specialty,1155,52,116,No,No,No,No,3.4,3.1,,54,145,57,5,YES,IoT Healthcare
H00900,Jaipur Care Hospital 900,Bengaluru,Multispeciality,912,958,133,yes,NO,No,Yes,3.9,3.2,3,,64,69,2.8,YES,
H00901,Jaipur Care Hospital 901,Coimbatore,Specialty,,603,110,yes,Yes,No,No,4.5,2.5,3.7,85,189,53,2.9,No,AI Healthcare
H00902,Jaipur Care Hospital 902,Hyderabad,Multispeciality,239,1452,57,Yes,YES,Yes,Yes,,4.9,2.2,98,74,,2.8,Yes,Patient-Centric Care
H00903,Kochi Care Hospital 903,Kochi,Private,257,1015,78,yes,No,Yes,No,3.8,4.5,4.2,,58,66,2.9,No,Contactless Healthcare
H00904,Chennai Care Hospital 904,Chennai,Multispeciality,,1198,147,Yes,YES,No,No,3.9,3.7,4.3,88,67,94,,YES,Digital Patient Care
H00905,Coimbatore Care Hospital 905,Jaipur,,1472,1083,25,YES,NO,No,Yes,2.5,3.9,4.1,71,,52,3.6,Yes,Smart Hospital
H00906,Bengaluru Care Hospital 906,Delhi,Specialty,1139,2043,75,Yes,YES,No,No,2.4,3.6,3.5,38,125,82,,Yes,Contactless Healthcare
H00907,Kochi Care Hospital 907,,Private,719,2143,54,No,YES,No,Yes,3,3.5,2.9,31,,85,4.5,Yes,Green Hospital
H00908,Bengaluru Care Hospital 908,,Multispeciality,547,706,136,Yes,Yes,Yes,No,3.9,3.1,2.7,42,112,98,2.4,Yes,Smart Hospital
H00909,Delhi Care Hospital 909,Jaipur,Multispeciality,1335,1131,18,Yes,Yes,Yes,Yes,2.7,3.8,2.4,63,214,,3.6,yes,Enhanced Security
H00910,Mumbai Care Hospital 910,Chennai,Private,751,1864,138,Yes,NO,Yes,No,4.9,2.7,3.2,53,199,77,3.2,No,
H00911,Kochi Care Hospital 911,Bengaluru,Government,893,798,127,YES,Yes,,No,2.7,4.8,3.7,91,20,72,3.2,yes,Smart Hospital
H00912,Madurai Care Hospital 912,Mumbai,Private,775,,65,No,NO,No,No,3.7,,,86,177,86,3.5,,Contactless Healthcare
H00913,Mumbai Care Hospital 913,Pune,Specialty,1257,1412,39,No,YES,No,No,4.9,2.2,3.4,36,89,95,2,No,
H00914,Mumbai Care Hospital 914,Mumbai,Multispeciality,1407,125,60,yes,NO,,Yes,3.7,3.5,3.4,62,76,77,2.7,YES,Enhanced Security
H00915,Mumbai Care Hospital 915,Hyderabad,Government,391,797,136,YES,,Yes,Yes,2.2,,4.8,90,60,85,4.1,YES,Contactless Healthcare
H00916,Bengaluru Care Hospital 916,Bengaluru,Specialty,1363,1285,135,No,No,Yes,Yes,3.1,3.4,3.4,90,145,71,4.8,yes,Smart Hospital
H00917,Delhi Care Hospital 917,Bengaluru,Government,817,2048,95,YES,Yes,No,Yes,2.8,3.5,4.3,35,12,70,,yes,Contactless Healthcare
H00918,Delhi Care Hospital 918,Bengaluru,Government,,2019,77,,YES,Yes,Yes,4.4,4.3,2.3,46,141,,4.2,yes,Contactless Healthcare
H00919,Delhi Care Hospital 919,Delhi,Specialty,609,320,53,,NO,Yes,Yes,3.6,4,2.3,79,132,55,2.9,No,Patient-Centric Care
H00920,Delhi Care Hospital 920,Pune,Multispeciality,1348,1229,82,No,No,No,No,,3.6,2.7,73,193,57,2.7,YES,AI Healthcare
H00921,Pune Care Hospital 921,Pune,,1118,2053,75,Yes,No,Yes,No,4.6,2.7,2.5,30,,85,4.2,No,AI Healthcare
H00922,Bengaluru Care Hospital 922,Kochi,Private,,1841,,No,YES,No,Yes,,3,2.8,,76,96,2.9,Yes,Enhanced Security
H00923,Bengaluru Care Hospital 923,Jaipur,Specialty,944,1707,38,No,Yes,No,No,4.3,4.2,4.3,43,59,52,3.9,YES,Patient-Centric Care
H00924,Bengaluru Care Hospital 924,Hyderabad,Specialty,427,920,16,YES,Yes,Yes,Yes,2,2.4,2.3,65,81,50,2.1,,Contactless Healthcare
H00925,Mumbai Care Hospital 925,Kochi,Government,,1111,58,No,NO,No,Yes,2.2,4.2,,45,,78,,YES,Contactless Healthcare
H00926,Jaipur Care Hospital 926,Kochi,Multispeciality,354,329,56,Yes,YES,Yes,,,3.5,2.7,51,,56,2.1,,AI Healthcare
H00927,Bengaluru Care Hospital 927,Kochi,Specialty,1468,1122,7,yes,Yes,No,No,5,3.3,4.4,57,200,95,3.7,yes,Green Hospital
H00928,Chennai Care Hospital 928,Madurai,Government,1415,595,,Yes,Yes,Yes,,,4.2,4.7,31,,97,4.9,Yes,Smart Hospital
H00929,Chennai Care Hospital 929,Pune,Government,1151,245,114,YES,NO,No,Yes,2.6,3.7,3,47,208,57,2.8,YES,AI Healthcare
H00930,Madurai Care Hospital 930,Hyderabad,Multispeciality,1211,2077,,Yes,YES,No,Yes,2.3,,2.5,90,,55,2.8,YES,IoT Healthcare
H00931,Kochi Care Hospital 931,Madurai,Government,,1648,109,YES,NO,Yes,,4.1,4.4,3.2,93,,86,3.5,yes,AI Healthcare
H00932,Coimbatore Care Hospital 932,,Private,1328,1087,120,,NO,Yes,No,3.3,2.3,2.2,55,,,,yes,Patient-Centric Care
H00933,Chennai Care Hospital 933,Jaipur,Specialty,1272,1466,5,Yes,YES,No,Yes,3.6,2.1,4.9,80,,69,2.6,,Patient-Centric Care
H00934,Chennai Care Hospital 934,Mumbai,Government,1189,203,83,Yes,NO,Yes,Yes,4.6,3.8,3.9,44,174,92,2.3,No,Contactless Healthcare
H00935,Hyderabad Care Hospital 935,Delhi,,1231,162,24,yes,No,Yes,Yes,2.3,3.4,2.8,72,5,94,4.1,Yes,Digital Patient Care
H00936,Pune Care Hospital 936,Bengaluru,Private,224,379,90,YES,No,Yes,No,2.4,3,,99,142,93,2.1,No,Patient-Centric Care
H00937,Hyderabad Care Hospital 937,Chennai,Specialty,154,1167,,yes,,No,Yes,3.3,4,4.9,68,169,52,2.6,No,AI Healthcare
H00938,Jaipur Care Hospital 938,Hyderabad,Private,,,89,No,YES,No,No,4.4,4.7,4.4,59,107,53,4,Yes,AI Healthcare
H00939,Kochi Care Hospital 939,Pune,Specialty,336,2135,92,Yes,YES,Yes,No,4.4,4.7,4.4,99,28,60,3.4,Yes,IoT Healthcare
H00940,Mumbai Care Hospital 940,Bengaluru,Government,862,2161,,Yes,,No,No,,2.1,4.2,48,204,100,4.9,,Enhanced Security
H00941,Jaipur Care Hospital 941,Madurai,Specialty,1086,1039,108,yes,NO,,Yes,3.9,3.6,,39,131,63,2.7,YES,Smart Hospital
H00942,Madurai Care Hospital 942,Coimbatore,Government,561,718,146,YES,YES,Yes,Yes,4.9,3.8,4,39,94,58,3.3,No,AI Healthcare
H00943,Kochi Care Hospital 943,Hyderabad,Multispeciality,1102,2173,29,YES,YES,,No,4.5,4.9,4,74,102,56,2.6,No,Smart Hospital
H00944,Bengaluru Care Hospital 944,Jaipur,Specialty,321,1128,50,Yes,,No,No,3.3,2.6,2.6,90,188,93,3.5,Yes,AI Healthcare
H00945,Pune Care Hospital 945,Chennai,Specialty,541,1711,107,Yes,NO,No,No,3.3,4.3,2.9,84,,55,3.5,Yes,Contactless Healthcare
H00946,Mumbai Care Hospital 946,Mumbai,,,307,32,No,Yes,No,Yes,3.1,4.9,2.6,37,76,76,,No,Contactless Healthcare
H00947,Hyderabad Care Hospital 947,Pune,Government,468,1794,142,yes,Yes,Yes,Yes,2.9,2.5,3.6,58,182,93,4.7,YES,AI Healthcare
H00948,Hyderabad Care Hospital 948,Pune,Specialty,1303,2127,129,Yes,NO,No,Yes,2.3,3.1,3.2,,40,,4.9,Yes,Contactless Healthcare
H00949,Coimbatore Care Hospital 949,Delhi,Multispeciality,1279,1976,126,YES,,Yes,No,,3.5,,82,19,89,3.9,YES,IoT Healthcare
H00950,Coimbatore Care Hospital 950,Hyderabad,Government,712,2146,57,YES,YES,No,Yes,3.7,4.2,2,87,122,,3.6,Yes,Enhanced Security
H00951,Kochi Care Hospital 951,Bengaluru,Multispeciality,,,24,YES,NO,Yes,Yes,2.1,2.4,3.9,37,111,76,5,No,Smart Hospital
H00952,Jaipur Care Hospital 952,Jaipur,Government,564,1899,107,yes,,No,No,4.3,3.4,2.7,,209,50,4.2,yes,Digital Patient Care
H00953,Hyderabad Care Hospital 953,Hyderabad,Multispeciality,1151,1284,106,YES,No,No,No,2.9,,4.2,44,171,89,4,YES,AI Healthcare
H00954,Delhi Care Hospital 954,Delhi,Government,944,262,,Yes,No,Yes,No,4.4,,4.1,,89,90,4.9,No,Smart Hospital
H00955,Delhi Care Hospital 955,Kochi,,526,1138,51,YES,YES,No,Yes,2.4,3.3,4.6,50,29,98,,No,Patient-Centric Care
H00956,Madurai Care Hospital 956,Hyderabad,Multispeciality,484,369,,No,No,Yes,No,2.7,4.1,2.1,63,120,68,2.4,No,Green Hospital
H00957,Pune Care Hospital 957,Jaipur,,580,1573,84,YES,NO,,Yes,5,3.4,4.9,35,,51,4.1,No,Patient-Centric Care
H00958,Mumbai Care Hospital 958,,Private,859,495,101,YES,NO,Yes,Yes,4.4,3.5,2.2,84,51,91,2.7,No,Contactless Healthcare
H00959,Coimbatore Care Hospital 959,Mumbai,Specialty,,515,61,YES,,No,No,4.4,2.4,4.6,63,,69,4,No,IoT Healthcare
H00960,Pune Care Hospital 960,Jaipur,Specialty,890,,7,yes,Yes,Yes,Yes,4,3.5,4.2,95,205,84,3.1,Yes,Green Hospital
H00961,Coimbatore Care Hospital 961,Madurai,Private,948,1688,79,Yes,NO,Yes,Yes,2,4.4,2.9,55,51,60,3.3,Yes,IoT Healthcare
H00962,Mumbai Care Hospital 962,,Multispeciality,238,2078,11,No,Yes,Yes,Yes,3.8,3.4,2.7,,6,91,3.8,No,Digital Patient Care
H00963,Madurai Care Hospital 963,Delhi,Private,,711,,Yes,YES,No,No,2.6,4.4,4.9,36,172,75,2.5,Yes,Digital Patient Care
H00964,Madurai Care Hospital 964,Chennai,Private,693,1716,117,YES,Yes,No,Yes,4.2,2.7,3.8,74,210,62,4.1,yes,AI Healthcare
H00965,Jaipur Care Hospital 965,Bengaluru,Specialty,996,1482,32,YES,,No,Yes,2.8,2.1,2.2,63,139,94,2.3,YES,AI Healthcare
H00966,Chennai Care Hospital 966,Kochi,Government,234,1132,68,,YES,Yes,,2.2,4.9,3,95,19,,4.2,No,Green Hospital
H00967,Bengaluru Care Hospital 967,Madurai,Multispeciality,1460,1869,103,YES,YES,Yes,Yes,5,2.3,,37,12,69,2.2,yes,Patient-Centric Care
H00968,Madurai Care Hospital 968,Coimbatore,Private,1421,1080,100,Yes,No,,No,3,3.1,,56,200,95,2.9,Yes,Green Hospital
H00969,Jaipur Care Hospital 969,Kochi,Specialty,1108,491,20,yes,Yes,,Yes,2.1,,4,33,83,86,4.9,yes,Smart Hospital
H00970,Bengaluru Care Hospital 970,Chennai,Government,183,553,,No,YES,No,No,2.3,4.4,4.1,88,,93,2.8,Yes,Contactless Healthcare
H00971,Bengaluru Care Hospital 971,Delhi,Government,537,1572,30,,,No,Yes,2.4,4,3,,,,3.3,No,Patient-Centric Care
H00972,Pune Care Hospital 972,Jaipur,Specialty,1116,2168,46,Yes,No,,No,4.7,2.6,3,93,,75,,YES,Green Hospital
H00973,Hyderabad Care Hospital 973,Bengaluru,Specialty,214,1479,21,No,YES,Yes,Yes,2,2.1,3.3,82,52,50,3.2,YES,Smart Hospital
H00974,Hyderabad Care Hospital 974,,Specialty,655,317,69,Yes,NO,Yes,No,3.2,2.6,,,71,96,3,No,Smart Hospital
H00975,Kochi Care Hospital 975,Chennai,,1324,1455,5,yes,No,No,No,3.8,4.8,,98,122,,2.2,YES,IoT Healthcare
H00976,Madurai Care Hospital 976,Pune,Multispeciality,703,1802,,Yes,No,Yes,No,3.4,3.5,4.9,69,124,100,3.3,yes,Green Hospital
H00977,Bengaluru Care Hospital 977,Delhi,Specialty,129,691,122,Yes,,Yes,No,3.4,4.6,2.4,62,82,81,4.6,No,Patient-Centric Care
H00978,Chennai Care Hospital 978,Pune,Multispeciality,491,1405,41,Yes,NO,No,Yes,4.9,2.5,4.4,38,14,70,,yes,AI Healthcare
H00979,Mumbai Care Hospital 979,Jaipur,Specialty,1203,1919,86,yes,NO,No,No,3.2,2.9,3.8,41,163,85,3.8,yes,Enhanced Security
H00980,Pune Care Hospital 980,Delhi,,1296,1588,25,No,Yes,,Yes,4.6,,2.9,82,184,63,3.1,yes,Green Hospital
H00981,Pune Care Hospital 981,Kochi,Specialty,296,439,31,yes,No,No,No,4.9,4.1,2.1,96,188,88,2.6,No,Contactless Healthcare
H00982,Hyderabad Care Hospital 982,Pune,Government,724,205,21,YES,Yes,Yes,Yes,4.5,,4.8,79,26,83,4.2,yes,Digital Patient Care
H00983,Mumbai Care Hospital 983,Chennai,Government,1496,,114,YES,No,Yes,No,5,4.2,3.7,74,143,57,3.1,Yes,Green Hospital
H00984,Hyderabad Care Hospital 984,Kochi,Government,542,1490,132,YES,NO,No,No,4,3.8,4.5,81,68,63,3.1,YES,Green Hospital
H00985,Hyderabad Care Hospital 985,Madurai,Specialty,359,1220,74,Yes,,No,Yes,3.2,4.1,4.5,72,70,,4.7,Yes,Contactless Healthcare
H00986,Coimbatore Care Hospital 986,Kochi,Government,243,,133,No,No,No,Yes,2.1,2.3,3.6,54,214,58,3.6,No,Enhanced Security
H00987,Mumbai Care Hospital 987,Pune,Specialty,1115,730,17,No,No,No,Yes,2.7,3.3,3,70,16,57,,No,Contactless Healthcare
H00988,Delhi Care Hospital 988,,,385,378,,No,,Yes,Yes,3.4,3.1,,95,38,57,2.5,No,Patient-Centric Care
H00989,Mumbai Care Hospital 989,Delhi,Multispeciality,997,1333,102,No,,No,No,3.2,3.9,4,79,148,,2,YES,IoT Healthcare
H00990,Mumbai Care Hospital 990,,Specialty,1274,,142,yes,No,No,No,4.8,4.6,4.7,92,85,100,2.3,Yes,Enhanced Security
H00991,Coimbatore Care Hospital 991,Madurai,Multispeciality,810,839,53,yes,Yes,No,,3.6,3.6,4,53,31,100,3.2,No,AI Healthcare
H00992,Coimbatore Care Hospital 992,Pune,Specialty,1390,1192,64,Yes,Yes,No,No,4.9,2.7,,99,109,55,3.8,yes,AI Healthcare
H00993,Kochi Care Hospital 993,,Private,1052,1415,9,Yes,Yes,Yes,No,4.9,3.4,,72,219,93,2,YES,Green Hospital
H00994,Pune Care Hospital 994,Chennai,Government,472,1552,79,Yes,YES,Yes,Yes,3.4,4.8,4.1,98,41,94,,yes,IoT Healthcare
