Order_ID,Order_Date,Ship_Date,Customer_ID,Gender,Age,Region,Category,Freight_Mode,Quantity,Unit_Price,Discount_Pct,Original_Amount,Sales,COGS,Freight_Cost,Profit,Profit_Margin_Pct,Delivery_Days,Year,Month,Month_Name,Age_Group,Low_Margin
360,2023-03-09,2023-03-12,CUST360,Male,42,East,Clothing,Standard,4,25,0.0,100,100.0,55.0,41.67,3.33,3.33,11,2023,3,Mar,36-45,True
361,2023-12-10,2023-12-12,CUST361,Female,34,West,Electronics,Priority,4,300,0.0,1200,1200.0,744.0,73.26,382.74,31.9,4,2023,12,Dec,26-35,False
364,2023-08-23,2023-08-24,CUST364,Female,19,South,Beauty,Express,1,500,0.0,500,500.0,240.0,49.44,210.56,42.11,2,2023,8,Aug,18-25,False
365,2023-06-11,2023-06-14,CUST365,Male,31,East,Clothing,Express,1,300,25.0,300,225.0,123.75,53.09,48.16,21.4,1,2023,6,Jun,26-35,True
366,2023-02-07,2023-02-08,CUST366,Male,57,East,Clothing,Express,2,50,0.0,100,100.0,55.0,63.5,-18.5,-18.5,2,2023,2,Feb,56-64,True
367,2023-01-05,2023-01-07,CUST367,Female,57,South,Electronics,Standard,1,50,0.0,50,50.0,31.0,10.09,8.91,17.82,6,2023,1,Jan,56-64,True
368,2023-08-23,2023-08-25,CUST368,Female,56,South,Clothing,Standard,4,300,0.0,1200,1200.0,660.0,69.99,470.01,39.17,11,2023,8,Aug,56-64,False
369,2023-11-15,2023-11-17,CUST369,Male,23,East,Electronics,Economy,3,500,0.0,1500,1500.0,930.0,18.27,551.73,36.78,18,2023,11,Nov,18-25,False
370,2023-10-16,2023-10-17,CUST370,Male,23,East,Electronics,Economy,2,30,10.0,60,54.0,33.48,19.13,1.39,2.57,17,2023,10,Oct,18-25,True
371,2023-02-21,2023-02-23,CUST371,Female,20,West,Beauty,Standard,1,25,15.0,25,21.25,10.2,19.09,-8.04,-37.84,8,2023,2,Feb,18-25,True
372,2023-02-07,2023-02-08,CUST372,Female,24,West,Beauty,Standard,3,500,0.0,1500,1500.0,720.0,67.13,712.87,47.52,11,2023,2,Feb,18-25,False
373,2023-10-03,2023-10-06,CUST373,Female,25,South,Beauty,Priority,2,300,5.0,600,570.0,273.6,73.39,223.01,39.12,4,2023,10,Oct,18-25,False
375,2023-09-17,2023-09-19,CUST375,Male,32,North,Clothing,Standard,1,50,15.0,50,42.5,23.38,19.44,-0.32,-0.75,9,2023,9,Sep,26-35,True
376,2023-05-16,2023-05-18,CUST376,Female,64,West,Beauty,Standard,1,30,0.0,30,30.0,14.4,12.68,2.92,9.73,8,2023,5,May,56-64,True
377,2023-03-09,2023-03-12,CUST377,Female,46,West,Clothing,Priority,4,50,15.0,200,170.0,93.5,105.08,-28.58,-16.81,4,2023,3,Mar,46-55,True
378,2023-06-28,2023-06-30,CUST378,Male,50,North,Beauty,Priority,1,300,25.0,300,225.0,108.0,39.3,77.7,34.53,3,2023,6,Jun,46-55,False
379,2023-02-05,2023-02-06,CUST379,Female,47,South,Clothing,Standard,1,25,15.0,25,21.25,11.69,15.59,-6.03,-28.38,7,2023,2,Feb,46-55,True
380,2023-05-06,2023-05-07,CUST380,Male,56,North,Electronics,Standard,2,300,15.0,600,510.0,316.2,43.14,150.66,29.54,9,2023,5,May,56-64,True
381,2023-07-09,2023-07-11,CUST381,Female,44,West,Clothing,Standard,4,25,10.0,100,90.0,49.5,87.92,-47.42,-52.69,8,2023,7,Jul,36-45,True
382,2023-05-26,2023-05-28,CUST382,Female,53,South,Clothing,Priority,2,500,5.0,1000,950.0,522.5,82.31,345.19,36.34,4,2023,5,May,46-55,False
383,2023-03-22,2023-03-25,CUST383,Female,46,West,Beauty,Standard,3,30,0.0,90,90.0,43.2,70.75,-23.95,-26.61,11,2023,3,Mar,46-55,True
384,2023-08-13,2023-08-16,CUST384,Male,55,North,Clothing,Standard,1,500,0.0,500,500.0,275.0,15.33,209.67,41.93,8,2023,8,Aug,46-55,False
385,2023-10-06,2023-10-09,CUST385,Male,50,North,Electronics,Priority,3,500,0.0,1500,1500.0,930.0,79.83,490.17,32.68,4,2023,10,Oct,46-55,False
386,2023-12-27,2023-12-29,CUST386,Female,54,West,Electronics,Standard,2,300,15.0,600,510.0,316.2,35.79,158.01,30.98,11,2023,12,Dec,46-55,False
387,2023-06-04,2023-06-07,CUST387,Male,44,East,Beauty,Priority,1,30,0.0,30,30.0,14.4,28.02,-12.42,-41.4,5,2023,6,Jun,36-45,True
388,2023-11-10,2023-11-13,CUST388,Male,50,East,Electronics,Standard,1,25,10.0,25,22.5,13.95,18.22,-9.67,-42.98,10,2023,11,Nov,46-55,True
389,2023-12-01,2023-12-02,CUST389,Male,21,North,Clothing,Standard,2,25,10.0,50,45.0,24.75,39.99,-19.74,-43.87,6,2023,12,Dec,18-25,True
390,2023-09-28,2023-10-01,CUST390,Male,39,North,Electronics,Standard,2,50,0.0,100,100.0,62.0,39.41,-1.41,-1.41,6,2023,9,Sep,36-45,True
391,2023-01-05,2023-01-06,CUST391,Male,19,East,Beauty,Priority,2,25,25.0,50,37.5,18.0,56.23,-36.73,-97.95,4,2023,1,Jan,18-25,True
392,2023-12-08,2023-12-09,CUST392,Male,27,East,Clothing,Economy,2,300,10.0,600,540.0,297.0,9.0,234.0,43.33,8,2023,12,Dec,26-35,False
393,2023-10-11,2023-10-14,CUST393,Female,22,West,Beauty,Priority,2,500,0.0,1000,1000.0,480.0,59.25,460.75,46.08,5,2023,10,Oct,18-25,False
394,2023-06-03,2023-06-04,CUST394,Female,27,West,Clothing,Standard,1,500,5.0,500,475.0,261.25,10.42,203.33,42.81,8,2023,6,Jun,26-35,False
395,2023-12-06,2023-12-08,CUST395,Male,50,East,Electronics,Priority,2,500,0.0,1000,1000.0,620.0,84.07,295.93,29.59,4,2023,12,Dec,46-55,True
396,2023-02-23,2023-02-25,CUST396,Female,55,West,Beauty,Standard,1,30,20.0,30,24.0,11.52,13.88,-1.4,-5.83,7,2023,2,Feb,46-55,True
397,2023-03-10,2023-03-13,CUST397,Female,30,West,Beauty,Standard,1,25,5.0,25,23.75,11.4,10.63,1.72,7.24,6,2023,3,Mar,26-35,True
398,2023-05-16,2023-05-18,CUST398,Female,48,South,Clothing,Economy,2,300,10.0,600,540.0,297.0,6.46,236.54,43.8,9,2023,5,May,46-55,False
399,2023-03-01,2023-03-02,CUST399,Female,64,West,Beauty,Standard,2,30,5.0,60,57.0,27.36,37.96,-8.32,-14.6,7,2023,3,Mar,56-64,True
400,2023-02-24,2023-02-26,CUST400,Male,53,North,Clothing,Standard,4,50,,200,190.0,104.5,75.31,10.19,5.36,8,2023,2,Feb,46-55,True
401,2023-10-11,2023-10-14,CUST401,Female,62,West,Clothing,Standard,1,300,25.0,300,225.0,123.75,13.79,87.46,38.87,10,2023,10,Oct,56-64,False
402,2023-03-21,2023-03-24,CUST402,Female,41,West,Clothing,Standard,2,300,25.0,600,450.0,247.5,18.44,184.06,40.9,11,2023,3,Mar,36-45,False
403,2023-05-20,2023-05-21,CUST403,Male,32,East,Clothing,Standard,2,300,25.0,600,450.0,247.5,29.93,172.57,38.35,6,2023,5,May,26-35,False
404,2023-05-25,2023-05-28,CUST404,Male,46,North,Electronics,Express,2,500,5.0,1000,950.0,589.0,84.9,276.1,29.06,2,2023,5,May,46-55,True
405,2023-11-06,2023-11-08,CUST405,Female,25,West,Clothing,Express,4,300,10.0,1200,1080.0,594.0,228.34,257.66,23.86,1,2023,11,Nov,18-25,True
406,2023-04-18,2023-04-21,CUST406,Female,22,West,Beauty,Economy,4,25,20.0,100,80.0,38.4,33.81,7.79,9.74,8,2023,4,Apr,18-25,True
407,2023-06-25,2023-06-26,CUST407,Female,46,South,Electronics,Priority,3,300,15.0,900,765.0,474.3,83.53,207.17,27.08,3,2023,6,Jun,46-55,True
408,2023-04-15,2023-04-18,CUST408,Female,64,West,Beauty,Standard,1,500,5.0,500,475.0,228.0,11.7,235.3,49.54,10,2023,4,Apr,56-64,False
409,2023-12-18,2023-12-20,CUST409,Female,21,West,Electronics,Standard,3,300,0.0,900,900.0,558.0,74.39,267.61,29.73,10,2023,12,Dec,18-25,True
410,2023-11-21,2023-11-22,CUST410,Female,29,South,Clothing,Standard,2,50,10.0,100,90.0,49.5,31.44,9.06,10.07,7,2023,11,Nov,26-35,True
411,2023-05-16,2023-05-18,CUST411,Male,62,East,Electronics,Express,4,50,5.0,200,190.0,117.8,230.12,-157.92,-83.12,1,2023,5,May,56-64,True
412,2023-09-16,2023-09-17,CUST412,Female,19,West,Electronics,Standard,4,500,20.0,2000,1600.0,992.0,41.56,566.44,35.4,10,2023,9,Sep,18-25,False
413,2023-09-08,2023-09-11,CUST413,Female,44,South,Beauty,Priority,3,25,15.0,75,63.75,30.6,93.33,-60.18,-94.4,3,2023,9,Sep,36-45,True
416,2023-02-17,2023-02-20,CUST416,Male,53,North,Electronics,Express,4,500,0.0,2000,2000.0,1240.0,274.24,485.76,24.29,1,2023,2,Feb,46-55,True
417,2023-11-21,2023-11-23,CUST417,Male,43,North,Electronics,Standard,3,300,,900,765.0,474.3,43.59,247.11,32.3,7,2023,11,Nov,36-45,False
418,2023-08-05,2023-08-08,CUST418,Female,60,South,Electronics,Economy,2,500,0.0,1000,1000.0,620.0,6.7,373.3,37.33,8,2023,8,Aug,56-64,False
419,2023-05-22,2023-05-23,CUST419,Female,44,West,Clothing,Priority,3,30,5.0,90,85.5,47.03,56.51,-18.04,-21.1,5,2023,5,May,36-45,True
420,2023-01-23,2023-01-26,CUST420,Female,22,South,Clothing,Standard,4,500,20.0,2000,1600.0,880.0,58.38,661.62,41.35,10,2023,1,Jan,18-25,False
421,2023-01-02,2023-01-03,CUST421,Female,37,South,Clothing,Economy,3,500,0.0,1500,1500.0,825.0,13.32,661.68,44.11,8,2023,1,Jan,36-45,False
422,2023-06-20,2023-06-23,CUST422,Female,28,South,Clothing,Express,3,30,,90,72.0,39.6,92.8,-60.4,-83.89,1,2023,6,Jun,26-35,True
423,2023-03-08,2023-03-11,CUST423,Female,27,South,Clothing,Economy,1,25,0.0,25,25.0,13.75,9.81,1.44,5.76,8,2023,3,Mar,26-35,True
424,2023-11-23,2023-11-25,CUST424,Male,57,East,Beauty,Priority,4,300,10.0,1200,1080.0,518.4,121.52,440.08,40.75,5,2023,11,Nov,56-64,False
426,2023-03-24,2023-03-26,CUST426,Male,23,North,Electronics,Standard,3,50,0.0,150,150.0,93.0,69.9,-12.9,-8.6,8,2023,3,Mar,18-25,True
427,2023-08-15,2023-08-16,CUST427,Male,25,North,Electronics,Standard,1,25,0.0,25,25.0,15.5,9.97,-0.47,-1.88,10,2023,8,Aug,18-25,True
428,2023-10-10,2023-10-13,CUST428,Female,40,West,Electronics,Express,4,50,0.0,200,200.0,124.0,272.95,-196.95,-98.48,1,2023,10,Oct,36-45,True
429,2023-12-28,2023-12-29,CUST429,Male,64,North,Electronics,Priority,2,25,0.0,50,50.0,31.0,52.95,-33.95,-67.9,5,2023,12,Dec,56-64,True
430,2023-08-07,2023-08-09,CUST430,Female,43,West,Electronics,Standard,3,300,15.0,900,765.0,474.3,69.31,221.39,28.94,10,2023,8,Aug,36-45,True
431,2023-10-15,2023-10-17,CUST431,Male,63,North,Electronics,Standard,4,300,,1200,1200.0,744.0,73.0,383.0,31.92,10,2023,10,Oct,56-64,False
432,2023-01-05,2023-01-07,CUST432,Female,60,South,Electronics,Priority,2,500,0.0,1000,1000.0,620.0,80.64,299.36,29.94,5,2023,1,Jan,56-64,True
433,2023-02-27,2023-02-28,CUST433,Male,29,North,Beauty,Economy,4,50,10.0,200,180.0,86.4,47.42,46.18,25.66,17,2023,2,Feb,26-35,True
435,2023-12-20,2023-12-22,CUST435,Female,30,West,Beauty,Standard,3,300,25.0,900,675.0,324.0,73.02,277.98,41.18,6,2023,12,Dec,26-35,False
436,2023-03-18,2023-03-20,CUST436,Female,57,West,Clothing,Standard,4,30,20.0,120,96.0,52.8,58.48,-15.28,-15.92,11,2023,3,Mar,56-64,True
437,2023-10-07,2023-10-10,CUST437,Female,35,West,Electronics,Standard,4,300,0.0,1200,1200.0,744.0,58.21,397.79,33.15,9,2023,10,Oct,26-35,False
438,2023-01-19,2023-01-22,CUST438,Female,42,West,Clothing,Economy,1,30,20.0,30,24.0,13.2,6.06,4.74,19.75,16,2023,1,Jan,36-45,True
439,2023-07-09,2023-07-10,CUST439,Male,50,East,Clothing,Standard,3,25,0.0,75,75.0,41.25,51.61,-17.86,-23.81,6,2023,7,Jul,46-55,True
440,2023-10-26,2023-10-27,CUST440,Male,64,East,Clothing,Express,2,300,0.0,600,600.0,330.0,72.33,197.67,32.94,1,2023,10,Oct,56-64,False
441,2023-10-10,2023-10-12,CUST441,Male,57,North,Beauty,Standard,4,300,0.0,1200,1200.0,576.0,69.65,554.35,46.2,6,2023,10,Oct,56-64,False
443,2023-08-09,2023-08-11,CUST443,Male,29,North,Clothing,Priority,2,300,0.0,600,600.0,330.0,77.14,192.86,32.14,3,2023,8,Aug,26-35,False
444,2023-03-07,2023-03-09,CUST444,Female,61,West,Clothing,Priority,3,30,5.0,90,85.5,47.03,121.53,-83.06,-97.15,5,2023,3,Mar,56-64,True
445,2023-01-22,2023-01-25,CUST445,Female,53,West,Electronics,Standard,1,300,,300,255.0,158.1,15.49,81.41,31.93,9,2023,1,Jan,46-55,False
446,2023-06-07,2023-06-10,CUST446,Male,21,East,Electronics,Standard,1,50,15.0,50,42.5,26.35,13.14,3.01,7.08,8,2023,6,Jun,18-25,True
447,2023-07-06,2023-07-09,CUST447,Male,22,East,Beauty,Standard,4,500,0.0,2000,2000.0,960.0,49.63,990.37,49.52,11,2023,7,Jul,18-25,False
448,2023-01-21,2023-01-22,CUST448,Female,54,South,Beauty,Economy,2,30,20.0,60,48.0,23.04,9.5,15.46,32.21,16,2023,1,Jan,46-55,False
449,2023-07-03,2023-07-04,CUST449,Male,25,,Electronics,Economy,4,50,25.0,200,150.0,93.0,14.08,42.92,28.61,14,2023,7,Jul,18-25,True
451,2023-12-16,2023-12-17,CUST451,Female,45,South,Electronics,Priority,1,30,,30,28.5,17.67,25.3,-14.47,-50.77,3,2023,12,Dec,36-45,True
452,2023-05-08,2023-05-11,CUST452,Female,48,South,Clothing,Priority,3,500,0.0,1500,1500.0,825.0,132.28,542.72,36.18,5,2023,5,May,46-55,False
453,2023-12-08,2023-12-11,CUST453,Female,26,South,Clothing,Standard,2,500,5.0,1000,950.0,522.5,34.96,392.54,41.32,8,2023,12,Dec,26-35,False
454,2023-02-22,2023-02-23,CUST454,Female,46,South,Beauty,Economy,1,25,5.0,25,23.75,11.4,6.13,6.22,26.19,9,2023,2,Feb,46-55,True
456,2023-10-14,2023-10-16,CUST456,Male,57,East,Electronics,Standard,2,30,25.0,60,45.0,27.9,20.73,-3.63,-8.07,10,2023,10,Oct,56-64,True
457,2023-07-28,2023-07-29,CUST457,Female,58,South,Beauty,Express,3,300,0.0,900,900.0,432.0,143.29,324.71,36.08,1,2023,7,Jul,56-64,False
458,2023-11-14,2023-11-16,CUST458,Female,39,West,Electronics,Standard,4,25,10.0,100,90.0,55.8,74.58,-40.38,-44.87,8,2023,11,Nov,36-45,True
459,2023-03-21,2023-03-23,CUST459,Male,28,,Clothing,Standard,4,300,20.0,1200,960.0,528.0,65.25,366.75,38.2,8,2023,3,Mar,26-35,False
460,2023-05-02,2023-05-04,CUST460,Male,40,East,Beauty,Priority,1,50,5.0,50,47.5,22.8,28.85,-4.15,-8.74,3,2023,5,May,36-45,True
461,2023-03-25,2023-03-28,CUST461,Female,18,South,Beauty,Standard,2,500,5.0,1000,950.0,456.0,49.79,444.21,46.76,11,2023,3,Mar,18-25,False
462,2023-04-01,2023-04-04,CUST462,Male,63,North,Electronics,Priority,4,300,10.0,1200,1080.0,669.6,167.07,243.33,22.53,4,2023,4,Apr,56-64,True
463,2023-07-31,2023-08-01,CUST463,Female,54,South,Beauty,Standard,3,500,5.0,1500,1425.0,684.0,55.79,685.21,48.08,6,2023,7,Jul,46-55,False
464,2023-01-13,2023-01-16,CUST464,Male,38,North,Electronics,Standard,2,300,5.0,600,570.0,353.4,35.36,181.24,31.8,7,2023,1,Jan,36-45,False
465,2023-04-02,2023-04-04,CUST465,Female,43,West,Electronics,Standard,3,50,5.0,150,142.5,88.35,55.65,-1.5,-1.05,8,2023,4,Apr,36-45,True
466,2023-06-20,2023-06-23,CUST466,Male,63,East,Electronics,Standard,4,25,15.0,100,85.0,52.7,45.69,-13.39,-15.75,7,2023,6,Jun,56-64,True
467,2023-07-30,2023-07-31,CUST467,Female,53,West,Electronics,Priority,3,50,20.0,150,120.0,74.4,86.01,-40.41,-33.67,4,2023,7,Jul,46-55,True
468,2023-12-09,2023-12-12,CUST468,Male,40,North,Electronics,Standard,1,25,0.0,25,25.0,15.5,8.67,0.83,3.32,11,2023,12,Dec,36-45,True
470,2023-05-17,2023-05-19,CUST470,Female,57,West,Clothing,Express,2,500,10.0,1000,900.0,495.0,103.44,301.56,33.51,1,2023,5,May,56-64,False
471,2023-03-23,2023-03-24,CUST471,Male,32,North,Clothing,Priority,3,50,5.0,150,142.5,78.38,72.45,-8.33,-5.85,3,2023,3,Mar,26-35,True
472,2023-12-26,2023-12-29,CUST472,Female,38,West,Beauty,Economy,3,300,20.0,900,720.0,345.6,35.03,339.37,47.13,15,2023,12,Dec,36-45,False
473,2023-02-25,2023-02-28,CUST473,Male,64,East,Beauty,Priority,1,50,15.0,50,42.5,20.4,42.56,-20.46,-48.14,5,2023,2,Feb,56-64,True
474,2023-07-15,2023-07-18,CUST474,Female,26,West,Clothing,Standard,3,500,25.0,1500,1125.0,618.75,60.83,445.42,39.59,9,2023,7,Jul,26-35,False
475,2023-01-20,2023-01-22,CUST475,Male,26,East,Clothing,Standard,3,25,10.0,75,67.5,37.12,51.2,-20.82,-30.84,9,2023,1,Jan,26-35,True
476,2023-08-29,2023-08-30,CUST476,Female,27,West,Clothing,Standard,4,500,0.0,2000,2000.0,1100.0,91.16,808.84,40.44,6,2023,8,Aug,26-35,False
478,2023-04-13,2023-04-15,CUST478,Female,58,West,Clothing,Standard,2,30,0.0,60,60.0,33.0,42.88,-15.88,-26.47,10,2023,4,Apr,56-64,True
479,2023-08-24,2023-08-26,CUST479,Male,52,North,Electronics,Express,4,300,5.0,1200,1140.0,706.8,139.97,293.23,25.72,2,2023,8,Aug,46-55,True
480,2023-06-29,2023-07-01,CUST480,Female,42,West,Beauty,Express,4,500,15.0,2000,1700.0,816.0,247.07,636.93,37.47,2,2023,6,Jun,36-45,False
481,2023-06-06,2023-06-09,CUST481,Female,43,West,Electronics,Standard,4,300,15.0,1200,1020.0,632.4,50.75,336.85,33.02,10,2023,6,Jun,36-45,False
482,2023-04-27,2023-04-30,CUST482,Female,28,South,Clothing,Priority,4,300,20.0,1200,960.0,528.0,166.73,265.27,27.63,3,2023,4,Apr,26-35,True
483,2023-04-25,2023-04-28,CUST483,Male,55,North,Clothing,Standard,1,30,10.0,30,27.0,14.85,24.05,-11.9,-44.07,11,2023,4,Apr,46-55,True
484,2023-01-13,2023-01-16,CUST484,Female,19,South,Clothing,Standard,4,300,10.0,1200,1080.0,594.0,42.12,443.88,41.1,9,2023,1,Jan,18-25,False
485,2023-12-04,2023-12-07,CUST485,Male,24,North,Electronics,Priority,1,30,15.0,30,25.5,15.81,30.49,-20.8,-81.57,3,2023,12,Dec,18-25,True
487,2023-07-24,2023-07-27,CUST487,Male,44,East,Clothing,Priority,4,500,,2000,1700.0,935.0,124.21,640.79,37.69,4,2023,7,Jul,36-45,False
488,2023-06-18,2023-06-21,CUST488,Female,51,West,Electronics,Express,3,300,20.0,900,720.0,446.4,193.63,79.97,11.11,1,2023,6,Jun,46-55,True
489,2023-05-23,2023-05-26,CUST489,Male,44,North,Electronics,Standard,1,30,0.0,30,30.0,18.6,18.01,-6.61,-22.03,8,2023,5,May,36-45,True
490,2023-02-05,2023-02-07,CUST490,Male,34,North,Clothing,Priority,3,50,15.0,150,127.5,70.12,84.4,-27.02,-21.19,5,2023,2,Feb,26-35,True
491,2023-05-23,2023-05-26,CUST491,Female,60,West,Electronics,Priority,3,300,0.0,900,900.0,558.0,77.15,264.85,29.43,5,2023,5,May,56-64,True
492,2023-06-29,2023-06-30,CUST492,Male,61,North,Beauty,Priority,4,25,10.0,100,90.0,43.2,93.95,-47.15,-52.39,4,2023,6,Jun,56-64,True
493,2023-11-25,2023-11-27,CUST493,Male,41,North,Beauty,Standard,2,25,15.0,50,42.5,20.4,41.9,-19.8,-46.59,11,2023,11,Nov,36-45,True
494,2023-09-18,2023-09-21,CUST494,Female,42,South,Beauty,Express,4,50,15.0,200,170.0,81.6,181.85,-93.45,-54.97,2,2023,9,Sep,36-45,True
495,2023-07-24,2023-07-25,CUST495,Male,24,North,Beauty,Standard,2,30,20.0,60,48.0,23.04,33.38,-8.42,-17.54,8,2023,7,Jul,18-25,True
496,2023-12-14,2023-12-17,CUST496,Male,23,East,Clothing,Standard,2,300,10.0,600,540.0,297.0,32.74,210.26,38.94,11,2023,12,Dec,18-25,False
497,2023-10-02,2023-10-03,CUST497,Male,41,East,Clothing,Economy,4,30,0.0,120,120.0,66.0,32.78,21.22,17.68,11,2023,10,Oct,36-45,True
498,2023-06-19,2023-06-20,CUST498,Female,50,West,Clothing,Standard,4,25,20.0,100,80.0,44.0,90.86,-54.86,-68.58,8,2023,6,Jun,46-55,True
499,2023-01-15,2023-01-16,CUST499,Male,46,North,Beauty,Economy,2,30,0.0,60,60.0,28.8,23.65,7.55,12.58,19,2023,1,Jan,46-55,True
501,2023-05-14,2023-05-16,CUST501,Male,39,East,Electronics,Standard,2,30,20.0,60,48.0,29.76,44.14,-25.9,-53.96,8,2023,5,May,36-45,True
502,2023-04-02,2023-04-04,CUST502,Male,43,North,Electronics,Express,3,50,10.0,150,135.0,83.7,181.74,-130.44,-96.62,2,2023,4,Apr,36-45,True
503,2023-10-25,2023-10-26,CUST503,Male,45,North,Beauty,Economy,4,500,0.0,2000,2000.0,960.0,32.65,1007.35,50.37,18,2023,10,Oct,36-45,False
504,2023-05-16,2023-05-19,CUST504,Female,38,West,Beauty,Priority,3,50,10.0,150,135.0,64.8,131.44,-61.24,-45.36,5,2023,5,May,36-45,True
505,2023-01-20,2023-01-21,CUST505,Male,24,East,Beauty,Priority,1,50,10.0,50,45.0,21.6,23.41,-0.01,-0.02,4,2023,1,Jan,18-25,True
506,2023-02-25,2023-02-27,CUST506,Male,34,North,Beauty,Priority,3,500,0.0,1500,1500.0,720.0,62.85,717.15,47.81,5,2023,2,Feb,26-35,False
507,2023-11-02,2023-11-05,CUST507,Female,37,West,Electronics,Priority,3,500,0.0,1500,1500.0,930.0,123.17,446.83,29.79,4,2023,11,Nov,36-45,True
508,2023-08-11,2023-08-13,CUST508,Male,58,East,Beauty,Priority,2,300,10.0,600,540.0,259.2,59.71,221.09,40.94,4,2023,8,Aug,56-64,False
509,2023-06-26,2023-06-28,CUST509,Female,37,West,Electronics,Standard,3,300,10.0,900,810.0,502.2,67.2,240.6,29.7,6,2023,6,Jun,36-45,True
510,2023-06-10,2023-06-13,CUST510,Female,39,South,Beauty,Express,4,50,10.0,200,180.0,86.4,262.89,-169.29,-94.05,1,2023,6,Jun,36-45,True
511,2023-08-12,2023-08-13,CUST511,Male,45,North,Beauty,Standard,2,50,0.0,100,100.0,48.0,18.12,33.88,33.88,9,2023,8,Aug,36-45,False
512,2023-11-07,2023-11-08,CUST512,Female,57,South,Beauty,Economy,1,25,10.0,25,22.5,10.8,10.95,0.75,3.33,19,2023,11,Nov,56-64,True
513,2023-09-19,2023-09-20,CUST513,Male,24,East,Electronics,Economy,4,25,,100,90.0,55.8,28.14,6.06,6.73,9,2023,9,Sep,18-25,True
514,2023-03-01,2023-03-02,CUST514,Female,18,South,Electronics,Standard,1,300,25.0,300,225.0,139.5,16.68,68.82,30.59,10,2023,3,Mar,18-25,False
515,2023-07-17,2023-07-20,CUST515,Female,49,South,Clothing,Priority,3,300,5.0,900,855.0,470.25,104.75,280.0,32.75,5,2023,7,Jul,46-55,False
516,2023-10-23,2023-10-26,CUST516,Male,30,East,Beauty,Economy,4,25,0.0,100,100.0,48.0,45.35,6.65,6.65,16,2023,10,Oct,26-35,True
517,2023-04-08,2023-04-11,CUST517,Female,47,West,Clothing,Standard,4,25,0.0,100,100.0,55.0,33.3,11.7,11.7,9,2023,4,Apr,46-55,True
519,2023-01-23,2023-01-26,CUST519,Female,36,West,Electronics,Economy,4,30,5.0,120,114.0,70.68,36.76,6.56,5.75,16,2023,1,Jan,36-45,True
520,2023-12-29,2023-12-30,CUST520,Female,49,South,Electronics,Standard,4,25,0.0,100,100.0,62.0,81.14,-43.14,-43.14,7,2023,12,Dec,46-55,True
522,2023-01-01,2023-01-02,CUST522,Male,46,East,Beauty,Standard,3,500,10.0,1500,1350.0,648.0,30.86,671.14,49.71,10,2023,1,Jan,46-55,False
523,2023-09-24,2023-09-25,CUST523,Female,62,South,Electronics,Economy,1,300,5.0,300,285.0,176.7,5.69,102.61,36.0,14,2023,9,Sep,56-64,False
524,2023-10-03,2023-10-06,CUST524,Male,46,East,Beauty,Economy,4,300,25.0,1200,900.0,432.0,24.91,443.09,49.23,17,2023,10,Oct,46-55,False
525,2023-12-18,2023-12-21,CUST525,Female,47,South,Beauty,Economy,2,25,20.0,50,40.0,19.2,20.48,0.32,0.8,11,2023,12,Dec,46-55,True
526,2023-12-10,2023-12-11,CUST526,Male,33,East,Clothing,Express,2,50,10.0,100,90.0,49.5,82.3,-41.8,-46.44,1,2023,12,Dec,26-35,True
527,2023-04-11,2023-04-12,CUST527,Male,57,East,Clothing,Economy,2,25,0.0,50,50.0,27.5,9.79,12.71,25.42,10,2023,4,Apr,56-64,True
529,2023-08-09,2023-08-12,CUST529,Female,35,South,Clothing,Standard,3,50,5.0,150,142.5,78.38,24.45,39.67,27.84,8,2023,8,Aug,26-35,True
531,2023-12-07,2023-12-09,CUST531,Male,31,North,Electronics,Standard,1,500,5.0,500,475.0,294.5,19.51,160.99,33.89,8,2023,12,Dec,26-35,False
533,2023-11-16,2023-11-17,CUST533,Male,19,,Electronics,Standard,3,500,5.0,1500,1425.0,883.5,39.03,502.47,35.26,9,2023,11,Nov,18-25,False
534,2023-06-10,2023-06-12,CUST534,Male,45,North,Clothing,Standard,2,500,0.0,1000,1000.0,550.0,16.49,433.51,43.35,6,2023,6,Jun,36-45,False
535,2023-12-06,2023-12-08,CUST535,Male,47,East,Beauty,Standard,3,30,25.0,90,67.5,32.4,61.63,-26.53,-39.3,9,2023,12,Dec,46-55,True
536,2023-03-05,2023-03-06,CUST536,Female,55,South,Beauty,Priority,4,30,0.0,120,120.0,57.6,162.09,-99.69,-83.08,4,2023,3,Mar,46-55,True
537,2023-06-03,2023-06-06,CUST537,Female,21,,Beauty,Standard,1,500,0.0,500,500.0,240.0,20.59,239.41,47.88,10,2023,6,Jun,18-25,False
538,2023-09-17,2023-09-20,CUST538,Male,18,East,Clothing,Priority,3,50,10.0,150,135.0,74.25,65.57,-4.82,-3.57,4,2023,9,Sep,18-25,True
539,2023-06-08,2023-06-10,CUST539,Male,25,North,Beauty,Standard,1,500,5.0,500,475.0,228.0,20.81,226.19,47.62,6,2023,6,Jun,18-25,False
540,2023-12-08,2023-12-09,CUST540,Female,46,South,Electronics,Standard,3,300,10.0,900,810.0,502.2,63.22,244.58,30.2,8,2023,12,Dec,46-55,False
541,2023-07-29,2023-08-01,CUST541,Male,56,East,Beauty,Express,1,500,15.0,500,425.0,204.0,56.34,164.66,38.74,1,2023,7,Jul,56-64,False
